hhid,hh_members,sex,hh_education,residence,age,altitude,Q401,Q304,Q306,Q307,Q308m,Qsou_inform,Q504,Q5231,Q5232,Q5233,Q5234,Q524,main_occupation,marital_status,Q3098n,Q3099n,Q30910n,Q30911n,food_secured
DT1200667,0,0,0,1,1,2,2,1,4,2,0,0,1,2,2,1,2,2,2,4,0,0,0,0,0
DT1200668,1,1,0,1,1,2,2,1,3,2,0,0,1,2,1,1,2,2,4,1,1,2,0,1,0
DT1200669,0,1,0,1,2,2,2,1,3,2,0,0,1,1,1,2,2,1,2,1,0,0,0,1,0
DT1200670,0,1,1,1,0,2,2,1,3,2,0,0,4,2,2,2,2,1,2,1,1,0,1,0,0
DT1200671,1,1,0,1,1,2,2,1,3,2,0,0,2,1,2,2,2,2,2,1,1,1,0,1,0
DT1200672,0,1,0,1,0,2,2,1,3,2,0,0,2,2,2,2,1,1,2,1,1,0,0,1,0
DT1200673,0,1,1,1,2,2,2,1,3,2,0,0,1,1,2,2,2,2,2,4,0,0,0,0,0
DT1200674,1,1,0,1,1,2,2,1,3,2,0,0,5,1,2,1,2,1,2,1,1,2,0,0,0
DT1200675,0,1,0,1,2,2,2,1,4,2,0,0,1,2,2,2,2,2,4,1,1,2,1,1,0
DT1200676,1,1,1,1,1,2,1,1,3,2,0,0,1,2,2,2,2,1,2,1,1,2,1,0,1
DT1200679,1,1,1,1,1,2,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,0,0,0,0
DT1200680,0,1,0,1,0,2,2,1,3,2,0,0,2,1,2,1,2,1,2,1,1,1,0,1,0
DT1200681,0,0,0,1,1,2,2,1,3,2,0,0,1,2,2,1,1,2,2,1,0,0,0,0,0
DT1200682,1,1,1,1,1,2,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,1,1,0
DT1200683,1,1,1,1,0,2,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,0,1,0
DT1200684,0,1,0,1,2,2,2,1,3,2,0,0,2,1,2,1,2,2,2,1,0,0,0,1,0
DT1200685,1,1,0,1,0,2,2,1,3,2,0,0,2,1,1,2,1,1,2,1,1,0,0,0,0
DT1200686,0,0,0,1,1,2,2,1,4,2,0,0,1,1,2,2,2,2,2,4,0,0,0,1,0
DT1200687,0,1,2,1,0,2,2,1,3,2,0,0,4,1,2,2,2,2,2,1,1,2,1,1,0
DT1200688,1,1,0,1,1,2,2,1,3,2,0,0,2,2,2,2,2,1,2,1,1,0,1,1,0
DT1200689,0,1,0,1,1,2,2,1,3,2,0,0,3,2,2,2,1,2,2,4,0,0,0,1,0
DT1200690,1,1,0,1,0,2,2,1,4,2,0,0,5,1,2,2,2,2,2,1,1,0,0,1,0
DT1200691,0,1,1,1,0,2,2,1,3,2,0,1,1,2,2,2,2,2,2,1,1,0,0,0,1
DT1200692,0,0,0,1,1,2,2,1,3,1,0,0,2,1,2,1,2,2,2,4,0,0,0,0,0
DT1200693,0,1,0,1,0,2,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,0,0,1,0
DT1200695,1,1,0,1,1,2,2,1,4,2,0,0,4,1,1,2,2,2,2,1,1,0,1,0,0
DT1200696,0,0,0,1,1,2,2,1,3,2,0,0,1,2,1,2,1,2,2,4,0,0,0,1,0
DT1200697,0,1,0,1,0,2,2,1,3,2,0,0,1,2,2,2,2,2,2,3,1,0,0,1,0
DT1200698,0,1,0,1,0,2,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,0,1,1
DT1200699,0,1,3,1,0,2,2,1,3,2,0,0,1,1,2,2,2,2,2,1,1,0,1,1,0
DT1200700,1,1,0,1,0,2,1,1,4,2,0,0,2,2,2,2,2,1,2,1,1,2,1,1,1
DT1200701,1,1,0,1,0,2,2,1,3,2,0,0,2,1,2,2,2,2,2,1,1,2,1,1,0
DT1200702,0,1,0,1,0,2,2,1,3,2,0,0,2,2,1,1,2,2,2,1,1,1,0,1,0
DT1200704,1,1,1,1,1,2,2,1,3,2,0,0,2,2,2,2,2,2,2,1,1,0,1,1,0
DT1200705,1,1,1,1,1,2,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,1,1,0
DT1200706,1,1,1,1,0,2,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,0,1,1
DT1200707,0,0,0,1,1,2,2,1,3,2,0,0,1,2,1,2,2,2,2,4,1,0,0,1,0
DT1200708,0,0,0,1,2,2,2,1,3,2,0,0,1,2,1,2,2,2,2,4,0,0,0,1,0
DT1200709,1,1,1,1,1,2,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,1,1,1,0
DT1200710,0,1,1,1,0,2,2,1,3,2,0,0,2,2,2,2,2,2,2,1,1,0,0,1,0
DT1200711,0,0,0,1,1,2,2,1,3,2,0,0,1,2,2,2,2,1,2,4,1,2,0,1,1
DT1200712,0,1,0,1,2,2,2,1,3,2,0,0,1,2,2,2,2,1,2,4,1,1,0,1,0
DT1200713,0,1,0,1,0,2,2,1,3,2,0,0,1,1,1,2,2,2,2,1,1,0,1,1,0
DT1200714,1,1,1,1,2,2,2,1,4,2,0,0,1,2,2,2,2,1,2,1,1,1,0,1,0
DT1200715,1,1,1,1,1,2,2,1,3,2,0,0,1,1,2,2,2,2,2,1,1,2,1,1,0
DT1200716,1,1,0,1,1,2,2,1,3,2,0,1,1,2,1,2,2,2,2,1,1,2,1,1,0
DT1200717,0,1,1,1,0,2,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,0,0,0,1
DT1200718,1,0,0,1,0,2,2,1,3,2,0,0,1,1,1,2,2,1,2,4,0,1,1,1,0
DT1200719,0,0,0,1,1,2,2,1,3,2,0,0,1,1,2,1,2,2,2,4,0,0,1,1,0
DT1200720,0,1,0,1,1,2,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,0,0,1,1
DT1200721,0,1,1,1,2,2,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,0,1,1
DT1200722,0,1,1,1,0,2,2,1,3,2,0,0,3,2,2,2,2,2,2,1,1,0,0,0,1
DT1200723,0,1,0,1,0,2,2,1,4,2,0,0,1,2,1,2,2,1,2,1,1,0,0,1,0
DT1200724,1,0,0,1,1,2,2,1,3,2,0,0,1,2,2,2,2,2,2,4,1,1,1,1,0
DT1200726,1,1,0,1,1,2,2,1,4,2,0,0,1,2,2,2,2,1,2,1,1,1,1,1,0
DT1200727,1,1,1,1,1,2,2,1,3,2,0,1,1,2,1,2,2,2,2,1,1,1,1,1,0
DT1200728,1,1,0,1,1,2,2,1,3,2,0,0,2,2,2,2,2,1,2,1,1,2,1,1,0
DT1200729,0,0,0,1,1,2,2,1,3,2,0,0,2,2,2,2,2,2,2,3,0,0,0,1,1
DT1200731,1,0,1,1,1,2,2,1,4,2,0,0,1,2,1,2,2,1,2,4,1,0,0,1,0
DT1200732,0,0,0,1,2,2,2,1,4,2,0,0,4,2,2,2,2,1,2,4,0,0,1,1,0
DT1200733,1,1,1,1,0,2,2,1,4,2,0,0,1,2,1,2,2,2,2,1,1,2,1,1,0
DT1200734,1,1,2,1,1,2,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,2,0,1,1
DT1200735,0,1,0,1,2,2,2,1,3,2,0,0,2,2,2,1,2,1,2,1,1,2,0,0,0
DT1200736,1,1,0,1,1,2,2,1,4,2,0,0,2,2,1,1,2,2,2,1,1,0,0,1,0
DT1200737,1,1,0,1,1,2,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,1,1,1,1
DT1200738,0,1,0,1,0,2,2,1,3,2,0,0,4,2,2,2,1,2,2,1,1,0,0,1,0
DT1200739,0,0,0,1,2,2,2,1,3,2,0,0,2,2,1,2,2,2,2,4,0,0,0,1,0
DT1200740,1,1,0,1,1,2,2,1,4,2,0,0,2,2,1,2,2,2,2,1,1,0,0,0,0
DT1200741,0,1,0,1,1,2,2,1,3,2,0,0,1,2,1,2,2,2,2,1,1,1,0,1,0
DT1200742,1,1,0,1,1,2,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,2,1,1,1
DT1200743,0,1,2,1,0,2,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT1200744,1,1,0,1,1,2,2,1,3,2,0,0,2,2,1,2,2,1,2,1,1,1,1,1,0
DT1200745,1,1,0,1,0,2,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,0
DT1200746,1,1,1,1,1,2,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,2,0,1,1
DT1200747,0,1,0,1,2,2,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,2,0,1,0
DT1200748,0,1,0,1,0,2,2,1,4,2,0,0,1,2,1,2,2,1,2,1,0,0,0,1,0
DT1200749,1,1,1,1,2,2,2,1,3,2,0,0,2,1,1,2,1,2,2,1,1,1,1,0,0
DT1200750,0,1,2,1,1,2,2,1,3,2,0,0,1,1,2,2,2,2,2,1,1,0,1,1,0
DT1200751,1,1,0,1,2,2,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,1,0,1,0
DT1200753,1,1,0,1,1,2,2,1,4,2,0,0,1,1,2,2,2,2,2,1,1,0,0,1,0
DT1200754,1,1,1,1,1,2,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,0,1,0
DT1200756,1,1,1,1,1,2,2,1,3,2,0,0,1,2,1,2,2,2,2,1,1,0,0,1,0
DT1200757,1,1,1,1,1,2,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,2,0,1,0
DT1200758,0,0,0,1,2,2,2,1,3,2,0,0,1,1,1,2,2,2,2,4,0,0,0,0,0
DT1200759,1,1,1,1,0,2,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,0,0,1,0
DT1200760,0,1,0,1,0,2,2,1,3,2,0,0,2,2,2,2,1,2,2,1,1,1,0,1,0
DT1200761,1,1,0,1,1,1,2,1,3,2,0,0,1,1,2,2,2,2,2,1,1,2,1,1,0
DT1200762,1,1,0,1,1,2,2,1,3,2,0,0,2,2,2,2,2,1,2,1,1,1,1,1,0
DT1200763,1,1,1,1,2,2,2,1,3,2,0,0,2,1,1,2,2,2,2,1,1,2,1,1,0
DT1200764,1,1,0,1,1,2,2,1,4,2,0,0,2,2,2,1,2,1,2,1,1,0,0,1,0
DT1200765,1,1,0,1,2,1,2,1,4,2,0,1,1,2,1,2,2,1,2,1,1,2,0,1,0
DT1200766,2,1,2,1,2,1,2,1,4,2,0,1,1,2,1,2,2,1,2,1,1,2,1,1,1
DT1200767,1,1,0,1,1,1,2,1,3,2,0,0,1,1,1,2,2,2,2,1,1,0,0,1,0
DT1200768,0,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,2,1,1,1
DT1200769,1,1,0,1,0,1,2,1,3,1,0,0,4,1,1,1,1,2,2,1,1,0,0,1,0
DT1200770,0,1,0,1,1,1,2,1,4,2,0,0,2,2,2,2,2,2,2,1,1,0,0,1,1
DT1200772,0,1,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,2,2,1,1,1,0,0,0
DT1200773,0,1,1,1,0,1,2,1,4,2,0,1,1,2,2,2,2,2,2,1,0,0,0,1,1
DT1200774,1,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,1,1,1,0
DT1200775,0,0,0,1,0,1,2,1,3,2,0,0,1,2,1,2,2,2,2,3,1,0,1,1,0
DT1200776,0,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,1,1,1
DT1200777,0,1,1,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,2,0,1,1
DT1200778,1,1,0,1,1,1,2,1,3,2,0,0,1,1,2,1,2,2,2,1,1,0,1,1,0
DT1200779,0,0,0,1,1,1,2,1,3,2,0,0,1,1,2,1,2,2,2,4,1,1,1,1,0
DT1200780,1,1,1,1,0,1,2,1,3,2,0,0,1,1,2,2,2,2,2,1,1,1,0,1,0
DT1200781,1,1,0,1,2,1,2,1,3,2,0,0,3,1,2,2,2,2,2,1,0,0,0,0,0
DT1200782,1,1,1,1,1,1,2,1,4,2,0,0,1,2,2,2,2,1,2,1,1,2,1,1,1
DT1200783,0,0,0,1,1,1,2,1,3,2,0,0,1,2,2,1,2,1,2,3,0,0,1,1,0
DT1200784,1,1,0,1,0,1,2,1,3,2,0,0,4,2,2,2,2,2,2,1,1,0,0,1,0
DT1200785,1,1,1,1,1,1,2,1,3,2,0,1,1,2,1,2,2,1,2,1,1,2,1,1,0
DT1200786,1,1,1,1,2,1,2,1,4,2,0,0,1,1,1,2,2,2,2,1,1,1,0,1,0
DT1200788,1,1,1,1,0,1,2,1,3,2,0,1,1,1,2,2,2,2,2,1,1,2,1,1,0
DT1200789,0,0,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,2,2,4,1,0,0,1,1
DT1200790,0,1,0,1,0,1,2,1,3,2,0,0,1,1,1,2,2,2,2,1,0,0,0,1,0
DT1200791,0,1,0,1,0,2,2,1,4,2,0,0,1,2,2,1,2,1,2,1,1,1,0,1,0
DT1200792,2,1,0,1,1,1,2,1,4,2,0,0,3,1,2,1,2,2,2,1,1,1,0,1,0
DT1200793,0,1,0,1,0,1,2,1,4,2,0,0,2,2,2,1,1,2,2,1,1,0,0,1,0
DT1200795,1,1,1,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,2,0,1,1
DT1200796,0,1,0,1,0,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,1,0,1,0
DT1200797,1,1,1,1,1,1,2,1,4,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT1200799,0,1,0,1,0,1,2,1,3,2,0,0,5,1,1,2,2,2,2,1,1,0,0,1,0
DT1200800,0,0,0,1,2,1,2,1,3,2,0,0,1,2,1,2,2,1,2,4,1,0,0,1,0
DT1200801,0,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT1200802,1,1,0,1,1,1,2,1,3,2,0,0,2,2,1,2,2,2,2,1,0,0,0,1,0
DT1200803,1,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,1,1,1
DT1200804,2,1,0,1,2,1,2,1,3,2,0,0,1,1,1,2,2,2,2,1,1,0,0,1,0
DT1200805,0,0,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,2,3,4,0,0,0,1,0
DT1200806,0,1,0,1,0,1,2,1,3,2,0,0,1,2,1,2,2,2,2,1,1,0,0,1,0
DT1200807,0,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,1,1,1,0
DT1200808,0,1,1,1,1,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,0,0,1,1
DT1200809,1,1,1,1,0,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,1,1,0
DT1200811,0,0,0,1,1,1,2,1,3,2,0,0,1,1,2,1,2,2,2,4,1,0,1,1,0
DT1200812,1,1,0,1,0,1,2,1,3,2,0,0,3,2,2,1,2,1,2,1,1,0,1,1,0
DT1200813,0,1,1,1,0,1,2,1,4,2,0,0,2,2,1,1,1,2,2,3,1,0,0,1,0
DT1200814,1,1,0,1,1,1,2,1,4,2,0,0,4,2,1,1,1,2,2,1,1,0,0,1,0
DT1200815,0,1,1,1,0,1,2,1,3,2,0,0,2,1,1,2,2,2,2,1,1,0,0,1,0
DT1200816,0,1,0,1,1,1,2,1,3,2,0,0,1,1,2,2,2,2,2,1,1,2,1,1,0
DT1200817,1,1,1,1,0,1,2,1,3,2,0,0,2,1,1,2,2,2,2,1,1,0,0,1,0
DT1200818,0,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,1,2,2,1,1,0,0,1,0
DT1200819,1,0,0,1,2,1,2,1,3,2,0,0,1,2,1,2,2,1,2,4,1,0,0,1,0
DT1200820,1,1,1,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,1,1,1,1
DT1200822,0,0,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,4,0,0,1,1,0
DT1200823,0,1,1,1,0,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,0,1,1,1
DT1200824,1,1,0,1,2,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,1,1,1
DT1200825,1,1,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,1,1,0
DT1200826,0,1,0,1,0,1,2,1,3,2,0,0,1,2,1,2,2,2,2,1,0,0,0,1,0
DT1200827,1,1,1,1,1,1,2,1,3,2,0,0,1,2,1,2,2,2,2,1,1,0,0,1,0
DT1200828,1,1,0,1,1,1,2,2,1,3,1,1,1,2,2,2,2,1,2,1,0,0,0,0,1
DT1200829,0,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,1,0,1
DT1200830,1,1,1,1,1,1,2,1,3,2,0,0,4,2,2,2,2,2,2,1,1,1,1,1,1
DT1200831,1,1,2,1,0,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,0,1,0
DT1200832,1,1,0,1,1,1,2,1,3,2,0,0,1,1,2,2,2,2,2,4,1,2,1,1,0
DT1200833,1,1,0,1,1,2,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,0,1,0
DT1200834,0,1,0,1,0,1,2,1,4,2,0,0,1,2,2,2,2,2,2,1,1,2,1,1,1
DT1200835,1,1,0,1,0,1,2,1,4,2,0,0,1,2,2,2,2,2,2,1,1,0,0,1,1
DT1200836,0,1,0,1,0,1,2,1,3,2,0,1,1,2,1,2,2,1,2,1,1,2,1,1,0
DT1200837,0,0,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,4,1,0,0,1,1
DT1200838,1,1,0,1,1,1,1,1,3,2,0,0,1,2,1,2,2,1,2,1,1,1,1,1,0
DT1200839,1,1,0,1,1,1,2,1,3,2,0,0,1,1,2,2,2,2,2,1,1,2,1,1,0
DT1200840,0,0,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,3,1,0,0,1,0
DT1200841,1,1,0,1,0,1,2,1,3,2,0,0,4,2,2,1,2,2,2,1,1,0,0,1,0
DT1200842,1,1,1,1,0,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,0,1,0
DT1200843,0,0,0,1,2,1,2,1,4,2,0,0,1,1,2,1,2,1,2,3,1,0,0,0,0
DT1200844,0,0,3,1,1,1,2,1,4,2,0,0,1,1,2,1,2,2,2,1,0,0,0,1,0
DT1200845,0,1,0,1,0,1,2,1,4,2,0,0,1,2,2,2,2,2,2,1,1,1,0,1,1
DT1200846,0,1,1,1,0,1,2,1,3,2,0,0,1,2,2,2,2,2,2,3,1,0,0,0,1
DT1200847,0,0,0,1,1,1,2,2,2,2,0,0,1,2,2,2,2,2,4,2,1,0,0,0,0
DT1200848,0,1,0,1,0,1,2,1,3,2,0,0,1,1,1,2,2,2,2,1,1,1,0,1,0
DT1200849,1,0,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,3,1,0,0,1,0
DT1200850,0,1,2,1,0,1,2,1,4,2,0,0,2,2,2,2,2,2,2,1,1,0,0,1,0
DT1200851,1,1,2,1,1,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,1,1,0
DT1200852,1,1,0,1,0,1,2,1,3,2,0,0,2,2,2,2,2,2,2,1,1,2,0,1,1
DT1200853,1,1,1,1,1,2,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,2,1,0,0
DT1200854,1,1,0,1,0,1,2,1,3,2,0,0,1,1,1,1,2,1,2,1,1,1,1,1,0
DT1200855,0,0,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,2,2,4,1,0,0,1,1
DT1200856,0,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,0,0,1,1
DT1200857,1,1,1,1,0,1,2,1,3,2,0,0,2,1,1,1,2,2,2,1,1,0,0,0,0
DT1200858,1,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,1,1,0
DT1200859,0,1,1,1,0,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,1,1,1,0
DT1200860,1,1,0,1,1,1,2,1,4,2,0,0,4,2,1,2,2,2,2,1,1,2,1,1,0
DT1200862,1,1,1,1,1,1,2,1,3,2,0,0,1,1,1,2,2,2,2,1,1,2,1,1,0
DT1200863,1,1,0,1,1,1,2,1,3,2,0,0,2,2,2,2,2,2,2,1,1,2,1,0,0
DT1200864,1,1,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,2,1,1,0
DT1200865,0,1,1,1,0,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,1,1,0
DT1200866,0,1,0,1,0,1,2,1,3,2,0,0,1,2,1,2,2,2,2,1,1,0,0,1,0
DT1200867,0,0,0,1,1,1,2,1,3,2,0,0,1,1,1,1,2,2,2,3,1,0,0,1,0
DT1200868,0,1,0,1,0,1,2,1,3,2,0,0,4,2,2,2,2,2,2,1,0,0,0,1,1
DT1200869,0,1,0,1,0,1,2,1,3,2,0,0,1,1,2,2,2,2,2,1,1,0,0,1,0
DT1200870,1,0,0,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,4,1,1,0,1,0
DT1200871,0,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,1,1,2,1,1,2,0,1,0
DT1200872,0,1,1,1,0,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,0,1,1,0
DT1200873,1,1,1,1,1,1,2,1,3,2,0,0,1,2,1,2,2,1,2,1,1,2,1,1,0
DT1200874,0,0,0,1,1,1,2,1,4,2,0,0,1,1,1,2,2,2,2,3,0,0,0,0,0
DT1200875,1,1,2,1,1,1,2,1,3,2,0,0,1,1,2,2,2,2,2,1,1,0,1,1,0
DT1200876,1,1,1,1,0,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,0,0,0,1,0
DT1200877,2,1,0,1,1,1,2,1,3,2,0,1,1,2,2,2,2,2,2,1,1,2,1,1,0
DT1200878,1,1,1,1,1,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,1,1,0
DT1200879,2,1,0,1,1,1,2,1,3,2,0,0,2,1,2,2,2,2,2,1,1,0,0,1,0
DT1200880,1,1,0,1,2,1,2,1,4,2,0,0,2,1,2,2,1,1,2,1,1,1,0,1,0
DT1200881,0,1,0,1,0,1,2,1,3,2,0,0,1,2,1,2,1,2,2,1,1,0,0,0,0
DT1200882,0,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,0,1,1,1
DT1200883,0,1,0,1,0,1,2,1,4,2,0,0,1,2,1,2,1,2,2,1,1,0,0,1,0
DT1200884,0,0,0,1,1,1,2,1,3,2,0,0,1,1,2,2,2,1,2,4,1,0,0,0,0
DT1200885,1,1,0,1,1,1,2,1,4,2,0,0,1,2,1,2,2,2,2,1,1,2,0,1,0
DT1200886,0,0,0,1,1,1,2,1,3,2,0,0,1,2,1,1,2,2,2,4,0,0,0,0,0
DT1200887,0,1,0,1,0,1,2,1,3,2,0,0,1,2,1,2,2,2,2,1,1,0,0,0,0
DT1200888,1,1,0,1,1,1,2,1,4,2,0,0,1,2,2,2,2,1,2,1,1,2,1,1,1
DT1200889,1,1,0,1,1,1,2,1,3,2,0,0,2,1,2,2,1,2,2,1,1,0,0,1,0
DT1200890,0,1,0,1,2,1,2,1,4,2,0,0,2,2,2,2,2,1,2,1,1,0,0,1,0
DT1200891,1,1,1,1,0,1,2,1,4,2,0,0,4,1,1,2,2,2,2,1,1,0,1,1,0
DT1200892,0,1,1,1,0,1,2,1,4,2,0,0,2,2,2,2,2,2,2,1,1,0,0,1,1
DT1200893,1,1,0,1,2,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,0,1,1
DT1200894,1,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,0,1,0
DT1200895,0,1,0,1,2,1,2,1,3,2,0,0,2,2,2,2,2,2,2,1,1,2,1,1,1
DT1200896,1,1,0,1,1,2,2,1,3,2,0,0,1,2,1,2,2,2,2,1,1,0,0,1,0
DT1200897,1,1,2,1,0,2,2,1,3,2,0,0,4,1,2,2,2,1,2,1,1,2,1,1,0
DT1200898,0,1,1,1,0,1,2,1,4,2,0,0,4,1,2,2,2,2,2,1,1,1,1,1,0
DT1200899,1,1,2,1,1,1,2,1,3,2,0,0,1,1,1,2,2,2,2,1,1,1,1,1,0
DT1200900,0,1,0,1,0,2,2,1,3,2,0,0,2,2,2,2,2,1,2,1,1,0,0,1,1
DT1200901,0,1,0,1,2,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,1,2,1,1,1
DT1200902,1,1,0,1,0,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,0,1,1
DT1200903,1,1,1,1,0,1,2,1,3,2,0,0,2,2,1,2,2,1,2,1,1,2,1,1,0
DT1200904,0,0,0,1,2,1,2,1,4,2,0,0,1,2,1,2,2,2,2,4,1,0,0,1,0
DT1200905,0,1,2,1,0,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,1,0,1,1
DT1200906,1,1,2,1,0,1,2,1,3,2,0,1,1,2,2,2,1,2,2,1,1,1,1,1,0
DT1200907,0,1,0,1,2,1,2,1,3,2,0,1,1,2,2,2,2,2,2,1,1,2,0,1,0
DT1200908,0,1,0,1,2,1,2,1,3,2,0,0,2,2,1,2,2,1,2,1,1,2,0,1,0
DT1200909,1,1,1,1,1,1,2,1,3,2,0,0,2,2,1,1,2,2,2,1,1,0,0,1,0
DT1200910,1,1,1,1,1,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,1,1,0
DT1200911,0,1,0,1,0,1,2,1,3,2,0,0,2,2,2,2,2,1,2,1,1,0,1,1,1
DT1200912,0,0,2,1,1,1,2,1,3,2,0,0,1,2,2,1,2,1,2,2,1,0,0,1,0
DT1200913,1,1,1,1,0,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,1,1,0
DT1200914,0,1,0,1,1,1,2,1,3,2,0,0,2,1,1,2,2,2,2,1,1,0,0,1,0
DT1200915,0,0,0,1,2,1,2,1,3,2,0,0,2,2,1,1,2,2,2,4,0,0,0,0,0
DT1200916,1,0,0,1,1,2,2,1,3,2,0,0,2,2,2,2,2,1,2,4,1,2,1,1,0
DT1200917,0,1,0,1,0,2,2,1,4,2,0,1,1,2,2,2,2,2,2,1,1,0,1,0,1
DT1200918,1,1,0,1,2,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,1,1,0
DT1200919,1,1,0,1,1,1,2,1,3,2,0,0,1,1,1,2,2,2,2,1,1,0,0,1,0
DT1200920,0,1,0,1,1,1,2,1,3,2,0,1,1,2,2,2,2,1,2,1,1,2,1,1,1
DT1200921,1,1,0,1,1,1,2,1,3,2,0,1,2,2,1,2,2,2,2,1,1,2,0,0,0
DT1200923,1,1,1,1,1,1,2,1,3,2,0,0,1,2,2,2,2,1,2,1,0,0,0,1,1
DT1200924,1,1,0,1,1,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,2,1,1,0
DT1200925,0,1,0,1,0,1,2,1,3,2,0,0,2,2,1,2,2,2,2,1,1,0,0,1,0
DT1200926,1,1,0,1,1,1,2,1,4,2,0,0,4,2,1,2,2,2,2,1,1,0,0,1,0
DT1200928,0,1,0,1,0,1,2,1,4,2,1,0,1,1,2,2,2,2,2,1,1,0,0,0,0
DT1200929,0,1,1,1,2,1,2,1,3,2,0,0,2,2,2,2,2,2,2,1,1,2,1,1,1
DT1200930,0,1,1,1,0,1,2,1,3,2,0,0,1,2,2,2,2,2,2,1,1,1,1,1,1
